index,Price,PricePerM2,Area,floor,Number of floors,Room count,Built year,Heating,Equipment,City,District,href
0,72900,1176,62.0,4,5,3,1978-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-nidos-g-3-ju-kambariu-butas-klaipedoje-nidos-g-1-3238832/
0,82000,2237,36.66,4,5,2,2004-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-minijos-g-parduodamas-naujai-stilingai-irengtas-butas-1-3217382/
0,79000,1025,77.05,3,3,3,1954-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-minijos-g-klaipedoje-parduodamas-triju-kambariu-butas-1-3204293/
0,34000,1889,18.0,3,5,1,1964-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-minijos-g-parduodamas-naujai-irengtas-1-kambario-butas-1-3232952/
0,21400,1189,18.0,2,4,1,1958-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-minijos-g-sveiki-parduodamas-butas-klaipedoje-butas-1-3229706/
0,29500,1728,17.07,1,4,1,1961-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-sulupes-g-parduodamas-suremontuotas-butas-studija-1-1-3228772/
0,46500,1550,30.0,2,5,1,1957-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-naikupes-g-butas-po-remonto-parduodamas-sviesus-1-3225942/
0,53499,1244,43.0,1,4,2,1977-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-zalgirio-g-butas-vertas-demesio-labai-tvarkingas-1-3238186/
0,41000,1242,33.0,4,5,1,1975-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-sulupes-g-klaipedos-m-sulupes-g-parduodamas-1-no-1-3248869/
0,53000,939,56.42,8,9,2,1981-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-kalnupes-g-kalnupes-g-toliau-nuo-judrios-gatves-1-3246531/
0,10000,526,19.0,2,4,1,1968-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-minijos-g-minijos-gatveje-parduodamas-1-nas-kambarys-1-3230304/
0,62000,1319,47.0,8,9,2,1981-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-nidos-g-klaipedoje-nidos-g-parduodamas-2-ju-1-3224576/
0,40999,1242,33.0,4,5,2,1981-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-sulupes-g-sulupes-gatveje-parduodamas-2-ju-kambariu-1-3252141/
0,25500,1417,18.0,5,5,1,1984-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-minijos-g-parduodamas-18-kvm-tvarkingas-didysis-1-3250845/
0,33999,1889,18.0,3,5,1,1964-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-minijos-g-atskiras-butas-be-bendru-patalpu-1-3250699/
0,34000,1889,18.0,3,5,1,1964-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-minijos-g-parduodamas-naujai-irengtas-1-kambario-butas-1-3232952/
0,56900,1167,48.75,8,9,2,1980-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-naikupes-g-parduodamas-2-ju-kambariu-butas-naikupes-g-1-3250683/
0,85000,1545,55.0,3,3,3,1956-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-naikupes-g-butas-aukstomis-lubomis-naikupes-g-1-3250275/
0,71500,1153,62.0,4,5,3,1978-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-nidos-g-puikaus-isplanavimo-nekampinis-kaina-1-3248697/
0,74990,1210,62.0,4,5,3,1978-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-nidos-g-nidos-g-gera-kaina-1210e-uz-kvm-3-ju-1-3240636/
0,71000,1076,66.0,4,4,3,1959-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-minijos-g-parduodamas-siltas-sviesus-suremontuotas-1-3244317/
0,30500,1794,17.0,1,4,1,1961-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-sulupes-g-sulupes-gatveje-parduodamas-jaukus-1-no-1-3230342/
0,29500,1728,17.07,1,4,1,1961-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-sulupes-g-parduodamas-suremontuotas-butas-studija-1-1-3228772/
0,84000,1033,81.34,1,3,3,1958-01-01,Central thermostat,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-sulupes-g-klaipedoje-sulupes-g-parduodamas-1-3238922/
0,12500,1136,11.0,4,4,1,1961-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-sulupes-g-klaipedos-m-sulupes-g11-namo-4-aukste-1-3242619/
0,12000,750,16.0,2,4,1,1961-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-sulupes-g-kambarys-su-ka-tik-baigtu-kosmetiniu-remontu-1-3239660/
0,54000,964,56.0,6,9,2,1979-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-naikupes-g-2-ju-kambariu-butas-naikupes-g-96-aukste-1-3236326/
0,64000,1333,48.0,5,5,2,2004-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-minijos-g-parduodamas-2-ju-kambariu-butas-minijos-g-1-3236186/
0,59000,1138,51.83,3,5,2,1992-01-01,Central,Other,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-minijos-g-parduodamas-2-ju-nepereinamu-kambariu-butas-1-3231512/
0,52000,1156,45.0,2,4,2,1960-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-minijos-g-parduodamas-tvarkingas-2-ju-kambariu-butas-1-3216956/
0,200000,2564,78.0,17,20,3,2010-01-01,Central thermostat,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-minijos-g-parduodamas-prabangus-3-ju-kambariu-1-3212994/
0,15900,1127,14.11,4,4,1,1960-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-minijos-g-parduodamas-naujai-suremontuotas-su-baldais1-1-3190420/
0,18900,1047,18.06,4,4,1,1960-01-01,Central,Partial decoration,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-minijos-g-parduodamas-1-kambario-butas-minijos-1-3190674/
0,26000,1083,24.0,3,3,1,1954-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-minijos-g-parduodamas-1-kambarys-su-bendra-virtuve-1-3189694/
0,29000,967,30.0,3,3,1,1954-01-01,Central,Fully equipped,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-minijos-g-parduodamas-1-kambarys-su-bendra-virtuve-1-3102251/
0,70000,1357,51.59,5,5,2,1988-01-01,Central,Partial decoration,Klaipėda,Žvejybos uostas,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-kalnupes-g-parduodamas-dvieju-kambariu-butas-kalnupes-1-3179410/
0,57795,1500,38.53,3,5,2,1980-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-liepu-al-parduodamas-2-kambariu-butasrenovuotame-1-3219126/
0,93100,1900,49.0,3,4,2,2022-01-01,Central,Partial decoration,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-klaipedos-g-parduodami-butai-naujai-statomame-name-1-3247249/
0,35000,841,41.6,3,5,2,1970-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-nemuno-g-parduodamas-jaukus-2-kambariu-butas-3-ciame-1-3218554/
0,59000,1494,39.49,5,5,2,1964-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-vilniaus-g-parduodamas-jaukus-sviesus-butas-panevezio-1-3240046/
0,97000,1540,63.0,2,2,3,1930-01-01,"Electric, sun energy",Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-savanoriu-a-butas-ofisas-miesto-centre-prie-pat-laisves-1-3213484/
0,55000,837,65.74,4,5,3,1968-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-ramygalos-g-parduodamas-3-kambariu-butas-panevezio-mieste-1-3246757/
0,37000,804,46.0,2,2,2,1980-01-01,"Electric, solid fuel",Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-ukmerges-g-panevezio-centre-adresu-ukmerges-g-24-1-3236584/
0,74000,1126,65.74,2,5,3,1968-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-ramygalos-g-parduodamas-3-kambariu-butas-antrame-aukste-1-3246143/
0,42900,1073,40.0,4,5,2,1973-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-margiu-g-panevezio-centre-margiu-gatveje-parduodamas-1-3244873/
0,16500,971,17.0,1,5,1,1970-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-marijonu-g-jaukus-vieno-kambario-butas-su-patogumais-1-3244669/
0,48000,1143,42.0,5,5,2,1963-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-vilniaus-g-2k-butas-miesto-centre-vilniaus-g-be-1-3072325/
0,67900,1099,61.76,4,5,3,1978-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-berzu-g-triju-kambariu-butas-netoli-miesto-centro-1-3240156/
0,12000,667,18.0,2,4,1,1961-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-vilties-g-parduodamas-1k-bendrabutis-parduodamas-18kv-1-3240056/
0,33500,644,52.0,2,2,3,1938-01-01,Solid fuel,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-danutes-g-parduodamas-butasnamo-dalis-miesto-centre-1-3249955/
0,127000,2327,54.57,2,2,2,1946-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-vasario-16-osios-g-puikus-butas-patogiam-gyvenimui-miesto-centre-1-3249421/
0,90000,1800,50.0,2,2,2,1905-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-respublikos-g-butas-centre-pardavimui-respublikos-g-1-3249397/
0,62900,1126,55.85,4,5,3,1964-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-algirdo-g-paciame-panevezio-miesto-centre-parduodami-1-3228560/
0,17000,680,25.0,5,5,1,2019-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-marijonu-g-parduodu-1k-butas-parduodamas-1k-butas-be-1-2818775/
0,72000,1376,52.32,1,5,2,1965-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-ramygalos-g-butas-patogioje-vietoje-iki-centro-5-min-1-3248199/
0,79000,1248,63.31,4,4,3,1994-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-krekenavos-g-butas-sviesus-didele-virtuve-parduodamas-su-1-3236826/
0,44000,898,49.0,4,5,3,1965-01-01,Central,Partial decoration,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-nevezio-g-parduodamas-butas-nevezio-g-kuriame-1-3236776/
0,38900,1341,29.0,4,5,1,1970-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-ramygalos-g-naujai-suremontuotas-butas-netoli-miesto-1-3246519/
0,37500,852,44.0,2,5,2,1964-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-vilties-g-remontuotinas-2-kambariu-butas-namas-1-3236748/
0,36000,857,42.0,4,4,2,1963-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-vilties-g-parduodamas-2-kambariu-butas-vilties-gatveje-1-3236262/
0,70000,1077,65.0,5,5,3,1988-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-ramygalos-g-parduodamas-butas-ramygalos-g-116-1-3234420/
0,93800,1330,70.54,2,5,4,1975-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-sodu-g-jaukus-erdvus-ir-sviesus-naujai-irengtas-1-3234316/
0,19800,1042,19.0,1,5,1,1970-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-marijonu-g-pigiausias-naujai-irengtas-su-patogumais-1-3234262/
0,42000,1145,36.67,2,5,1,1987-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-nemuno-g-puiki-vieta-murinis-namas-uzdaras-vieno-1-3228382/
0,44000,997,44.12,5,5,2,1964-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-vilniaus-g-parduodamas-butas-vilniaus-g-19-panevezyje-1-3210892/
0,53500,1122,47.7,4,5,3,1967-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-ramygalos-g-parduodamas-3-kambariu-butas-ramygalos-g-1-3251363/
0,27700,955,29.0,1,4,1,1963-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-vilties-g-parduodamas-1-kambario-butas-vilties-g-1-3158885/
0,92000,1682,54.7,2,3,2,1907-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-kranto-g-ramus-kaimynai-vieta-automobiliui-visada-1-3228536/
0,71900,1065,67.51,11,13,3,1980-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-vilniaus-g-butas-su-panoraminiu-vaizdu-miesto-sirdyje-1-3238822/
0,45000,1071,42.0,1,4,2,1963-01-01,"Central, electric",Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-liepu-al-parduodamas-pirmame-aukste-esantis-2-kamb-1-3246673/
0,57000,1376,41.43,3,3,2,1933-01-01,"Electric, solid fuel",Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-danutes-g-parduodamas-renovuotasgerai-irengtas-butas-1-3079355/
0,63400,991,64.0,4,5,3,1972-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-nemuno-g-parduodamas-3-k-64-kvm-siltas-butas-1-3223928/
0,55000,1014,54.23,4,5,2,1968-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-berzu-g-parduodamas-2-kambariu-butas-berzu-g-nr-31-1-3252089/
0,84000,1041,80.66,4,5,4,1980-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-algirdo-g-panevezio-centre-algirdo-g-48-parduodamas-1-3251663/
0,59000,1147,51.42,4,13,2,1987-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-kosmonautu-g-parduodamas-2-kambariu-butas-kosmonautu-g-1-3251509/
0,27000,908,29.72,5,9,2,1967-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-ramygalos-g-parduodamas-2-kambariu-butas-ramygalos-g-1-3251499/
0,47000,959,49.0,5,5,2,1970-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-durpyno-g-parduodamas-2-kambariu-butas-durpyno-g-1-3251295/
0,32900,1083,30.39,2,5,1,1966-01-01,Central,Other,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-j-basanaviciaus-g-parduodamas-3039-kvm-1-k-butas-j-1-3250991/
0,48000,1628,29.48,4,5,1,1965-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-j-basanaviciaus-g-parduodamas-butas-panevezio-m-centre-j-1-3228826/
0,48000,1082,44.36,3,5,2,1966-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-aukstaiciu-g-parduodamas-2-kamb-butas-renovuotame-name-1-3248337/
0,46000,904,50.88,4,5,2,1970-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-durpyno-g-parduodamas-2-kambario-butas-durpyno-g-1-3248325/
0,41000,857,47.86,1,5,2,1965-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-smelynes-g-parduodamas-2-k-butas-smelynes-g-1-3248323/
0,38900,878,44.33,5,5,2,1967-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-j-basanaviciaus-g-parduodamas-2-k-4433-kvm-butas-centrineje-1-3247843/
0,180000,2351,76.56,2,2,3,2017-01-01,Central thermostat,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-vasario-16-osios-g-parduodamas-3-kambariu-butas-miesto-centre-1-3247361/
0,38500,1000,38.49,1,5,2,1962-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-liepu-al-parduodamas-2-kamb-butas-renovuotame-name-1-3246665/
0,78000,1289,60.52,3,3,2,2022-01-01,Central thermostat,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-parko-g-parduodamas-2-kambariu-butas-parko-gatveje-1-3246083/
0,56000,1048,53.42,3,5,3,1964-01-01,Central,Partial decoration,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-vilniaus-g-parduodamas-3-kambariu-butas-vilniaus-g-nr-1-3245923/
0,45000,890,50.55,3,4,3,1962-01-01,Central,Other,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-liepu-al-parduodamas-3-kambariu-butas-liepu-al-15a-1-3245921/
0,83500,1392,60.0,5,5,3,1980-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-danutes-g-parduodamas-irenginejamas-perplanuotas-3-1-3245577/
0,120000,1017,118.0,12,13,4,1995-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-parko-g-parduodamas-4-kambariu-butas-parko-gatveje-1-3245533/
0,39000,1292,30.18,5,5,1,1964-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-vilniaus-g-parduodamas-1-kambario-butas-centre-vilniaus-1-3245137/
0,90000,980,91.86,1,5,4,1970-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-sodu-g-parduodamas-4-k-butas-miesto-centre-sodu-g-1-3244667/
0,42500,966,44.0,4,5,2,1964-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-margiu-g-parduodamas-butas-margiu-g-panevezyje-1-3244577/
0,85000,1389,61.19,4,5,4,1967-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-j-basanaviciaus-g-parduodamas-sviesus-siltas-jaukus-1-3244563/
0,89700,1281,70.0,2,3,3,1953-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-marijonu-g-parduodamas-antrame-aukste-3-k-70-kvm-butas-1-3241384/
0,42000,2058,20.41,7,9,1,1966-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-marijonu-g-parduodamas-pilnai-irengtas-sviesus-ir-1-3242259/
0,140000,1842,76.0,3,4,4,1978-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-laisves-a-parduodamas-isskirtinis-4-kambariu-butas-1-3241976/
0,59000,1493,39.52,2,5,1,1974-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-j-basanaviciaus-g-parduodamas-vieno-kambario-butas-antrame-1-3238094/
0,52000,963,54.0,1,1,3,1963-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-liepu-al-3-k-butas-panevezyje-liepu-al-13a-1-3237990/
0,91999,1808,50.89,3,4,3,1962-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-ukmerges-g-parduodamas-3kambariu-butas-miesto-centre-1-3237966/
0,53900,1078,50.0,4,5,2,1973-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-statybininku-g-parduodamas-2-k-butas-statybininku-g-salia-1-3237896/
0,62000,969,64.0,10,10,3,1980-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-stoties-g-3k-butas-panevezyje-parduodamas-butas-1-3235152/
0,40900,901,45.41,2,5,2,1965-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-vilties-g-parduodamas-2-k-butas-vilties-g-panevezyje-1-3234740/
0,81675,1500,54.45,2,3,2,2022-01-01,Central thermostat,Partial decoration,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-parko-g-parduodami-nauji-butai-parko-rezidencijos-1-3232394/
0,85000,1574,54.0,1,2,2,1943-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-kranto-g-parduodamos-butas-kranto-g-paciame-miesto-1-3221680/
0,104000,1400,74.28,2,3,3,2022-01-01,Central thermostat,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-parko-g-parduodami-nauji-butai-parko-gatveje-naujame-1-3221678/
0,38900,1008,38.6,3,5,1,1975-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-statybininku-g-parduodamas-siltas-1-k-butas-statybininku-g-1-3221360/
0,38000,873,43.55,4,5,2,1964-01-01,Central,Fully equipped,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-vilties-g-parduodamas-sviesus-remontuotinas-2-kambariu-1-3197975/
0,66280,1650,40.17,2,3,2,2022-01-01,Central thermostat,Partial decoration,Panevėžys,Centras,https://en.aruodas.lt/butai-panevezyje-centre-stoties-g-liko-1-butas-72-kv-m-parduodami-butai-1-3200005/
